Data,Mês,Canal,Produto,Quantidade Vendida,Preço Unitário,Receita Total
2025-09-01,Setembro,A1500108,Mochila,48.0,,
2025-09-01,Setembro,A1500108,Garrafa,16.0,,
2025-09-01,Setembro,A3100104,Tênis,32.0,,
2025-09-01,Setembro,A3100104,FONE,30.0,159.0,4770.0
2025-09-01,Setembro,A1500107,Carteira,64.0,210.0,13440.0
2025-09-01,Setembro,A3100104,Mochila,16.0,,
2025-09-01,Setembro,A1500108,FONE,48.0,159.0,7632.0
2025-09-01,Setembro,A1500108,Carteira,47.0,210.0,9870.0
2025-09-01,Setembro,A3100104,Tênis,26.0,,
2025-09-01,Setembro,A1500108,Mochila,28.0,,
2025-09-01,Setembro,A3100104,Garrafa,48.0,,
2025-09-01,Setembro,A1500108,Tênis,45.0,,
2025-09-01,Setembro,A1500108,Garrafa,15.0,,
2025-09-01,Setembro,A3100104,Carteira,15.0,210.0,3150.0
2025-09-01,Setembro,A1500107,Garrafa,160.0,,
2025-09-01,Setembro,A1500107,Malaa,100.0,,
2025-09-01,Setembro,A3100104,Garrafa,34.0,,
2025-09-01,Setembro,A3100104,Malaa,34.0,,
2025-09-01,Setembro,A1500108,Carteira,102.0,210.0,21420.0
2025-09-01,Setembro,A1500108,Garrafa,38.0,,
2025-09-01,Setembro,A1500107,Garrafa,152.0,,
2025-09-01,Setembro,A1500108,Garrafa,34.0,,
2025-09-01,Setembro,A1500107,Carteira,102.0,210.0,21420.0
2025-09-01,Setembro,A1500107,BOLSA,104.0,999.0,103896.0
2025-09-01,Setembro,A3100104,BOLSA,46.0,999.0,45954.0
2025-09-01,Setembro,A3100104,Mochila,40.0,,
2025-09-01,Setembro,A3100104,BOLSA,17.0,999.0,16983.0
2025-09-01,Setembro,A1500107,Garrafa,76.0,,
2025-09-01,Setembro,A1500107,Carteira,84.0,210.0,17640.0
2025-09-01,Setembro,A3100104,Malaa,52.0,,
2025-09-01,Setembro,A3100104,Garrafa,51.0,,
2025-09-01,Setembro,A3100104,BOLSA,46.0,999.0,45954.0
2025-09-01,Setembro,A1500108,Malaa,90.0,,
2025-09-01,Setembro,A1500107,Mochila,208.0,,
2025-09-01,Setembro,A3100104,Mochila,31.0,,
2025-09-01,Setembro,A3100104,BOLSA,20.0,999.0,19980.0
2025-09-01,Setembro,A1500108,Boné,32.0,,
2025-09-01,Setembro,A3100104,Mochila,31.0,,
2025-09-01,Setembro,A1500107,FONE,92.0,159.0,14628.0
2025-09-01,Setembro,A3100104,Carteira,39.0,210.0,8190.0
2025-09-01,Setembro,A1500108,Tênis,39.0,,
2025-09-01,Setembro,A3100104,FONE,44.0,159.0,6996.0
2025-09-01,Setembro,A1500108,Tênis,126.0,,
2025-09-01,Setembro,A3100104,Mochila,16.0,,
2025-09-01,Setembro,A1500108,Carteira,31.0,210.0,6510.0
2025-09-01,Setembro,A1500108,Mochila,50.0,,
2025-09-01,Setembro,A1500108,Tênis,72.0,,
2025-09-01,Setembro,A3100104,Garrafa,42.0,,
2025-09-01,Setembro,A1500108,Boné,34.0,,
2025-09-01,Setembro,A1500107,Carteira,70.0,210.0,14700.0
2025-09-01,Setembro,A1500108,Carteira,51.0,210.0,10710.0
2025-09-01,Setembro,A3100104,Boné,15.0,,
2025-09-01,Setembro,A1500107,Boné,34.0,,
2025-09-01,Setembro,A1500108,Malaa,123.0,,
2025-09-01,Setembro,A1500107,Mochila,104.0,,
2025-09-01,Setembro,A1500108,Carteira,49.0,210.0,10290.0
2025-09-01,Setembro,A1500108,Boné,27.0,,
2025-09-01,Setembro,A1500107,Garrafa,60.0,,
2025-09-01,Setembro,A3100104,Mochila,33.0,,
2025-09-01,Setembro,A3100104,Carteira,49.0,210.0,10290.0
2025-09-01,Setembro,A1500107,Malaa,78.0,,
2025-09-01,Setembro,A3100104,BOLSA,17.0,999.0,16983.0
2025-09-01,Setembro,A3100104,Boné,22.0,,
2025-09-01,Setembro,A1500107,Garrafa,60.0,,
2025-09-01,Setembro,A3100104,FONE,26.0,159.0,4134.0
2025-09-01,Setembro,A1500107,FONE,136.0,159.0,21624.0
2025-09-01,Setembro,A3100104,FONE,46.0,159.0,7314.0
2025-09-01,Setembro,A3100104,Garrafa,46.0,,
2025-09-01,Setembro,A1500108,Garrafa,26.0,,
2025-09-01,Setembro,A1500108,Mochila,38.0,,
2025-09-01,Setembro,A3100104,FONE,25.0,159.0,3975.0
2025-09-01,Setembro,A1500107,Malaa,40.0,,
2025-09-01,Setembro,A1500108,FONE,60.0,159.0,9540.0
2025-09-01,Setembro,A3100104,Boné,49.0,,
2025-09-01,Setembro,A1500108,BOLSA,40.0,999.0,39960.0
2025-09-01,Setembro,A3100104,FONE,34.0,159.0,5406.0
2025-09-01,Setembro,A1500108,Garrafa,50.0,,
2025-09-01,Setembro,A3100104,FONE,38.0,159.0,6042.0
2025-09-01,Setembro,A1500107,BOLSA,44.0,999.0,43956.0
2025-09-01,Setembro,A3100104,Garrafa,28.0,,
2025-09-01,Setembro,A1500108,Boné,15.0,,
2025-09-01,Setembro,A1500108,Carteira,46.0,210.0,9660.0
2025-09-01,Setembro,A3100104,Carteira,23.0,210.0,4830.0
2025-09-01,Setembro,A1500107,FONE,30.0,159.0,4770.0
2025-09-01,Setembro,A1500108,Boné,36.0,,
2025-09-01,Setembro,A1500107,Boné,144.0,,
2025-09-01,Setembro,A1500108,Boné,45.0,,
2025-09-01,Setembro,A1500108,BOLSA,39.0,999.0,38961.0
2025-09-01,Setembro,A1500107,Garrafa,204.0,,
2025-09-01,Setembro,A3100104,Malaa,20.0,,
2025-09-01,Setembro,A1500108,BOLSA,46.0,999.0,45954.0
2025-09-01,Setembro,A3100104,Mochila,46.0,,
2025-09-01,Setembro,A1500107,BOLSA,128.0,999.0,127872.0
2025-09-01,Setembro,A1500107,Boné,74.0,,
2025-09-01,Setembro,A3100104,Garrafa,51.0,,
2025-09-01,Setembro,A3100104,BOLSA,18.0,999.0,17982.0
2025-09-01,Setembro,A3100104,BOLSA,44.0,999.0,43956.0
2025-09-01,Setembro,A1500107,Malaa,32.0,,
2025-09-01,Setembro,A1500108,Boné,28.0,,
2025-09-01,Setembro,A3100104,Tênis,39.0,,
2025-09-01,Setembro,A1500108,BOLSA,51.0,999.0,50949.0
2025-09-01,Setembro,A1500108,Malaa,153.0,,
2025-09-01,Setembro,A3100104,Tênis,22.0,,
2025-09-01,Setembro,A3100104,Garrafa,46.0,,
2025-09-01,Setembro,A1500108,Tênis,90.0,,
2025-09-01,Setembro,A1500108,Tênis,135.0,,
2025-09-01,Setembro,A1500108,FONE,54.0,159.0,8586.0
2025-09-01,Setembro,A3100104,Garrafa,28.0,,
2025-09-01,Setembro,A3100104,Mochila,29.0,,
2025-09-01,Setembro,A1500107,BOLSA,84.0,999.0,83916.0
2025-09-01,Setembro,A1500107,BOLSA,102.0,999.0,101898.0
2025-09-01,Setembro,A1500108,Malaa,28.0,,
2025-09-01,Setembro,A3100104,FONE,16.0,159.0,2544.0
2025-09-01,Setembro,A1500107,Garrafa,42.0,,
2025-09-01,Setembro,A1500108,Mochila,36.0,,
2025-09-01,Setembro,A1500108,Boné,129.0,,
2025-09-01,Setembro,A3100104,Mochila,38.0,,
2025-09-01,Setembro,A1500107,FONE,72.0,159.0,11448.0
2025-09-01,Setembro,A1500108,FONE,34.0,159.0,5406.0
2025-09-01,Setembro,A3100104,Mochila,37.0,,
2025-09-01,Setembro,A3100104,FONE,17.0,159.0,2703.0
2025-09-01,Setembro,A1500107,Boné,32.0,,
2025-09-01,Setembro,A3100104,Mochila,29.0,,
2025-09-01,Setembro,A1500107,Garrafa,30.0,,
2025-09-01,Setembro,A1500107,FONE,48.0,159.0,7632.0
2025-09-01,Setembro,A1500108,Garrafa,27.0,,
2025-09-01,Setembro,A1500108,BOLSA,48.0,999.0,47952.0
2025-09-01,Setembro,A3100104,Tênis,26.0,,
2025-09-01,Setembro,A3100104,Boné,25.0,,
2025-09-01,Setembro,A3100104,Tênis,26.0,,
2025-09-01,Setembro,A1500107,Carteira,43.0,210.0,9030.0
2025-09-01,Setembro,A1500107,BOLSA,72.0,999.0,71928.0
2025-09-01,Setembro,A3100104,Carteira,50.0,210.0,10500.0
2025-09-01,Setembro,A3100104,Malaa,33.0,,
2025-09-01,Setembro,A3100104,Tênis,47.0,,
2025-09-01,Setembro,A3100104,Carteira,30.0,210.0,6300.0
2025-09-01,Setembro,A1500108,Garrafa,72.0,,
2025-09-01,Setembro,A1500108,Boné,45.0,,
2025-09-01,Setembro,A1500108,Tênis,47.0,,
2025-09-01,Setembro,A3100104,Carteira,47.0,210.0,9870.0
2025-09-01,Setembro,A1500108,BOLSA,24.0,999.0,23976.0
2025-09-01,Setembro,A1500108,Malaa,45.0,,
2025-09-01,Setembro,A1500108,Tênis,30.0,,
2025-09-01,Setembro,A1500108,Garrafa,129.0,,
2025-09-01,Setembro,A3100104,FONE,35.0,159.0,5565.0
2025-09-01,Setembro,A3100104,Mochila,22.0,,
2025-09-01,Setembro,A1500108,BOLSA,72.0,999.0,71928.0
2025-09-01,Setembro,A1500108,BOLSA,93.0,999.0,92907.0
2025-09-01,Setembro,A1500107,Malaa,76.0,,
2025-09-01,Setembro,A1500107,Garrafa,92.0,,
2025-10-01,Outubro,A3100104,Mochila,15.0,,
2025-10-01,Outubro,A1500108,BOLSA,19.0,999.0,18981.0
2025-10-01,Outubro,A3100104,FONE,49.0,159.0,7791.0
2025-10-01,Outubro,A1500108,Mochila,50.0,,
2025-10-01,Outubro,A1500107,BOLSA,50.0,999.0,49950.0
2025-10-01,Outubro,A1500108,Carteira,39.0,210.0,8190.0
2025-10-01,Outubro,A3100104,FONE,45.0,159.0,7155.0
2025-10-01,Outubro,A3100104,Garrafa,27.0,,
2025-10-01,Outubro,A3100104,Boné,19.0,,
2025-10-01,Outubro,A1500108,Boné,44.0,,
2025-10-01,Outubro,A3100104,Boné,49.0,,
2025-10-01,Outubro,A1500107,Mochila,88.0,,
2025-10-01,Outubro,A1500107,Carteira,42.0,210.0,8820.0
2025-10-01,Outubro,A3100104,Mochila,40.0,,
2025-10-01,Outubro,A1500107,BOLSA,34.0,999.0,33966.0
2025-10-01,Outubro,A3100104,Garrafa,42.0,,
2025-10-01,Outubro,A1500107,Malaa,160.0,,
2025-10-01,Outubro,A3100104,Carteira,37.0,210.0,7770.0
2025-10-01,Outubro,A1500107,Malaa,46.0,,
2025-10-01,Outubro,A1500107,Tênis,62.0,,
2025-10-01,Outubro,A1500107,Boné,70.0,,
2025-10-01,Outubro,A1500107,Malaa,86.0,,
2025-10-01,Outubro,A3100104,Mochila,43.0,,
2025-10-01,Outubro,A3100104,BOLSA,23.0,999.0,22977.0
2025-10-01,Outubro,A1500108,Malaa,129.0,,
2025-10-01,Outubro,A1500108,Garrafa,39.0,,
2025-10-01,Outubro,A3100104,FONE,42.0,159.0,6678.0
2025-10-01,Outubro,A3100104,Garrafa,47.0,,
2025-10-01,Outubro,A1500108,Carteira,36.0,210.0,7560.0
2025-10-01,Outubro,A1500108,Boné,41.0,,
2025-10-01,Outubro,A1500108,FONE,34.0,159.0,5406.0
2025-10-01,Outubro,A1500107,Carteira,54.0,210.0,11340.0
2025-10-01,Outubro,A1500107,Tênis,38.0,,
2025-10-01,Outubro,A1500107,BOLSA,64.0,999.0,63936.0
2025-10-01,Outubro,A3100104,Carteira,32.0,210.0,6720.0
2025-10-01,Outubro,A1500107,Tênis,52.0,,
2025-10-01,Outubro,A1500107,Carteira,54.0,210.0,11340.0
2025-10-01,Outubro,A1500108,Malaa,27.0,,
2025-10-01,Outubro,A1500107,BOLSA,98.0,999.0,97902.0
2025-10-01,Outubro,A3100104,Carteira,31.0,210.0,6510.0
2025-10-01,Outubro,A1500108,Boné,60.0,,
2025-10-01,Outubro,A3100104,FONE,23.0,159.0,3657.0
2025-10-01,Outubro,A1500107,FONE,180.0,159.0,28620.0
2025-10-01,Outubro,A1500108,Carteira,135.0,210.0,28350.0
2025-10-01,Outubro,A3100104,Garrafa,31.0,,
2025-10-01,Outubro,A1500108,Malaa,31.0,,
2025-10-01,Outubro,A1500108,Garrafa,96.0,,
2025-10-01,Outubro,A3100104,BOLSA,40.0,999.0,39960.0
2025-10-01,Outubro,A3100104,Tênis,23.0,,
2025-10-01,Outubro,A1500107,FONE,152.0,159.0,24168.0
2025-10-01,Outubro,A1500107,Mochila,30.0,,
2025-10-01,Outubro,A3100104,BOLSA,24.0,999.0,23976.0
2025-10-01,Outubro,A1500107,Boné,62.0,,
2025-10-01,Outubro,A1500107,Carteira,56.0,210.0,11760.0
2025-10-01,Outubro,A1500108,Garrafa,75.0,,
2025-10-01,Outubro,A3100104,Garrafa,28.0,,
2025-10-01,Outubro,A3100104,FONE,25.0,159.0,3975.0
2025-10-01,Outubro,A1500108,Carteira,42.0,210.0,8820.0
2025-10-01,Outubro,A3100104,Garrafa,29.0,,
2025-10-01,Outubro,A1500108,FONE,87.0,159.0,13833.0
2025-10-01,Outubro,A3100104,Carteira,23.0,210.0,4830.0
2025-10-01,Outubro,A3100104,Malaa,35.0,,
2025-10-01,Outubro,A3100104,Carteira,24.0,210.0,5040.0
2025-10-01,Outubro,A3100104,BOLSA,37.0,999.0,36963.0
2025-10-01,Outubro,A3100104,Malaa,37.0,,
2025-10-01,Outubro,A1500108,Boné,81.0,,
2025-10-01,Outubro,A1500108,Garrafa,25.0,,
2025-10-01,Outubro,A3100104,FONE,51.0,159.0,8109.0
2025-10-01,Outubro,A1500107,BOLSA,52.0,999.0,51948.0
2025-10-01,Outubro,A3100104,Malaa,32.0,,
2025-10-01,Outubro,A3100104,Malaa,40.0,,
2025-10-01,Outubro,A1500107,BOLSA,80.0,999.0,79920.0
2025-10-01,Outubro,A3100104,BOLSA,16.0,999.0,15984.0
2025-10-01,Outubro,A1500108,FONE,38.0,159.0,6042.0
2025-10-01,Outubro,A1500107,Malaa,30.0,,
2025-10-01,Outubro,A1500108,Tênis,32.0,,
2025-10-01,Outubro,A3100104,BOLSA,48.0,999.0,47952.0
2025-10-01,Outubro,A1500107,BOLSA,34.0,999.0,33966.0
2025-10-01,Outubro,A1500107,Carteira,102.0,210.0,21420.0
2025-10-01,Outubro,A1500107,FONE,66.0,159.0,10494.0
2025-10-01,Outubro,A3100104,Malaa,15.0,,
2025-10-01,Outubro,A1500108,FONE,39.0,159.0,6201.0
2025-10-01,Outubro,A1500107,FONE,52.0,159.0,8268.0
2025-10-01,Outubro,A1500107,Tênis,36.0,,
2025-10-01,Outubro,A3100104,BOLSA,46.0,999.0,45954.0
2025-10-01,Outubro,A3100104,Malaa,38.0,,
2025-10-01,Outubro,A1500107,Carteira,72.0,210.0,15120.0
2025-10-01,Outubro,A3100104,Tênis,25.0,,
2025-10-01,Outubro,A3100104,Mochila,42.0,,
2025-10-01,Outubro,A1500108,Carteira,38.0,210.0,7980.0
2025-10-01,Outubro,A1500107,Tênis,36.0,,
2025-10-01,Outubro,A3100104,Carteira,40.0,210.0,8400.0
2025-10-01,Outubro,A1500108,Malaa,24.0,,
2025-10-01,Outubro,A1500108,Boné,47.0,,
2025-10-01,Outubro,A1500108,Tênis,50.0,,
2025-10-01,Outubro,A3100104,Garrafa,15.0,,
2025-10-01,Outubro,A3100104,Carteira,23.0,210.0,4830.0
2025-10-01,Outubro,A3100104,Mochila,19.0,,
2025-10-01,Outubro,A3100104,BOLSA,18.0,999.0,17982.0
2025-10-01,Outubro,A1500107,FONE,98.0,159.0,15582.0
2025-10-01,Outubro,A1500108,Carteira,99.0,210.0,20790.0
2025-10-01,Outubro,A1500107,Malaa,51.0,,
2025-10-01,Outubro,A1500107,Mochila,66.0,,
2025-10-01,Outubro,A1500107,Tênis,52.0,,
2025-10-01,Outubro,A1500108,Tênis,78.0,,
2025-10-01,Outubro,A3100104,Tênis,16.0,,
2025-10-01,Outubro,A1500108,Tênis,42.0,,
2025-10-01,Outubro,A3100104,Garrafa,36.0,,
2025-10-01,Outubro,A1500108,FONE,33.0,159.0,5247.0
2025-10-01,Outubro,A3100104,Boné,24.0,,
2025-10-01,Outubro,A1500107,Garrafa,76.0,,
2025-10-01,Outubro,A3100104,Carteira,20.0,210.0,4200.0
2025-10-01,Outubro,A1500108,FONE,41.0,159.0,6519.0
2025-10-01,Outubro,A3100104,Garrafa,29.0,,
2025-10-01,Outubro,A3100104,Tênis,45.0,,
2025-10-01,Outubro,A1500108,FONE,45.0,159.0,7155.0
2025-10-01,Outubro,A3100104,Malaa,27.0,,
2025-10-01,Outubro,A3100104,Tênis,18.0,,
2025-10-01,Outubro,A1500108,Malaa,36.0,,
2025-10-01,Outubro,A3100104,Carteira,44.0,210.0,9240.0
2025-10-01,Outubro,A3100104,FONE,40.0,159.0,6360.0
2025-10-01,Outubro,A3100104,Boné,28.0,,
2025-10-01,Outubro,A3100104,Malaa,37.0,,
2025-10-01,Outubro,A3100104,BOLSA,50.0,999.0,49950.0
2025-10-01,Outubro,A1500107,Garrafa,37.0,,
2025-10-01,Outubro,A3100104,FONE,50.0,159.0,7950.0
2025-10-01,Outubro,A1500107,Carteira,48.0,210.0,10080.0
2025-10-01,Outubro,A1500108,Carteira,38.0,210.0,7980.0
2025-10-01,Outubro,A1500108,FONE,22.0,159.0,3498.0
2025-10-01,Outubro,A3100104,Boné,42.0,,
2025-10-01,Outubro,A3100104,Mochila,26.0,,
2025-10-01,Outubro,A1500107,Mochila,76.0,,
2025-10-01,Outubro,A1500107,FONE,48.0,159.0,7632.0
2025-10-01,Outubro,A1500107,BOLSA,54.0,999.0,53946.0
2025-10-01,Outubro,A3100104,Carteira,45.0,210.0,9450.0
2025-10-01,Outubro,A3100104,Garrafa,24.0,,
2025-10-01,Outubro,A3100104,Mochila,43.0,,
2025-10-01,Outubro,A1500107,Malaa,76.0,,
2025-10-01,Outubro,A3100104,Mochila,44.0,,
2025-10-01,Outubro,A1500107,Tênis,192.0,,
2025-10-01,Outubro,A1500107,FONE,108.0,159.0,17172.0
2025-10-01,Outubro,A1500108,Mochila,81.0,,
2025-10-01,Outubro,A3100104,FONE,39.0,159.0,6201.0
2025-10-01,Outubro,A1500108,BOLSA,15.0,999.0,14985.0
2025-10-01,Outubro,A1500107,Carteira,160.0,210.0,33600.0
2025-10-01,Outubro,A1500107,FONE,64.0,159.0,10176.0
2025-10-01,Outubro,A1500107,Mochila,50.0,,
2025-10-01,Outubro,A1500108,FONE,32.0,159.0,5088.0
2025-10-01,Outubro,A1500107,Mochila,132.0,,
2025-10-01,Outubro,A1500108,Garrafa,38.0,,
2025-10-01,Outubro,A1500108,Tênis,41.0,,
2025-10-01,Outubro,A3100104,FONE,46.0,159.0,7314.0
2025-10-01,Outubro,A1500107,Carteira,54.0,210.0,11340.0
2025-10-01,Outubro,A1500107,Boné,94.0,,
2025-10-01,Outubro,A3100104,Tênis,44.0,,
2025-10-01,Outubro,A3100104,Mochila,38.0,,
2025-11-01,Novembro,A3100104,Carteira,15.0,210.0,3150.0
2025-11-01,Novembro,A1500107,Carteira,76.0,210.0,15960.0
2025-11-01,Novembro,A1500108,Mochila,22.0,,
2025-11-01,Novembro,A1500108,Mochila,23.0,,
2025-11-01,Novembro,A1500108,Garrafa,111.0,,
2025-11-01,Novembro,A1500107,Carteira,104.0,210.0,21840.0
2025-11-01,Novembro,A1500108,BOLSA,19.0,999.0,18981.0
2025-11-01,Novembro,A3100104,Carteira,49.0,210.0,10290.0
2025-11-01,Novembro,A3100104,Carteira,23.0,210.0,4830.0
2025-11-01,Novembro,A1500108,Boné,15.0,,
2025-11-01,Novembro,A3100104,Malaa,16.0,,
2025-11-01,Novembro,A3100104,Malaa,23.0,,
2025-11-01,Novembro,A3100104,Carteira,51.0,210.0,10710.0
2025-11-01,Novembro,A3100104,Malaa,52.0,,
2025-11-01,Novembro,A3100104,Mochila,20.0,,
2025-11-01,Novembro,A1500107,FONE,38.0,159.0,6042.0
2025-11-01,Novembro,A1500107,Boné,88.0,,
2025-11-01,Novembro,A1500108,Mochila,28.0,,
2025-11-01,Novembro,A1500108,Carteira,23.0,210.0,4830.0
2025-11-01,Novembro,A1500107,FONE,42.0,159.0,6678.0
2025-11-01,Novembro,A3100104,FONE,29.0,159.0,4611.0
2025-11-01,Novembro,A1500107,Boné,56.0,,
2025-11-01,Novembro,A1500107,FONE,70.0,159.0,11130.0
2025-11-01,Novembro,A1500107,FONE,98.0,159.0,15582.0
2025-11-01,Novembro,A1500107,Boné,172.0,,
2025-11-01,Novembro,A1500107,Malaa,94.0,,
2025-11-01,Novembro,A3100104,Boné,48.0,,
2025-11-01,Novembro,A3100104,BOLSA,39.0,999.0,38961.0
2025-11-01,Novembro,A3100104,Carteira,48.0,210.0,10080.0
2025-11-01,Novembro,A3100104,BOLSA,23.0,999.0,22977.0
2025-11-01,Novembro,A3100104,Malaa,18.0,,
2025-11-01,Novembro,A3100104,BOLSA,15.0,999.0,14985.0
2025-11-01,Novembro,A3100104,Tênis,32.0,,
2025-11-01,Novembro,A3100104,Garrafa,24.0,,
2025-11-01,Novembro,A3100104,Garrafa,30.0,,
2025-11-01,Novembro,A1500108,Garrafa,38.0,,
2025-11-01,Novembro,A1500108,Mochila,144.0,,
2025-11-01,Novembro,A3100104,Carteira,16.0,210.0,3360.0
2025-11-01,Novembro,A1500108,Carteira,16.0,210.0,3360.0
2025-11-01,Novembro,A1500108,Mochila,26.0,,
2025-11-01,Novembro,A3100104,Carteira,42.0,210.0,8820.0
2025-11-01,Novembro,A3100104,Carteira,26.0,210.0,5460.0
2025-11-01,Novembro,A1500107,Garrafa,90.0,,
2025-11-01,Novembro,A1500108,Mochila,26.0,,
2025-11-01,Novembro,A3100104,Carteira,47.0,210.0,9870.0
2025-11-01,Novembro,A3100104,Carteira,22.0,210.0,4620.0
2025-11-01,Novembro,A3100104,Malaa,35.0,,
2025-11-01,Novembro,A3100104,BOLSA,20.0,999.0,19980.0
2025-11-01,Novembro,A1500107,Malaa,50.0,,
2025-11-01,Novembro,A1500107,Mochila,52.0,,
2025-11-01,Novembro,A1500108,Mochila,99.0,,
2025-11-01,Novembro,A3100104,Mochila,43.0,,
2025-11-01,Novembro,A3100104,Boné,48.0,,
2025-11-01,Novembro,A3100104,Boné,44.0,,
2025-11-01,Novembro,A1500108,Mochila,35.0,,
2025-11-01,Novembro,A1500107,FONE,21.0,159.0,3339.0
2025-11-01,Novembro,A3100104,BOLSA,20.0,999.0,19980.0
2025-11-01,Novembro,A1500107,Malaa,44.0,,
2025-11-01,Novembro,A1500107,Boné,34.0,,
2025-11-01,Novembro,A1500107,Garrafa,88.0,,
2025-11-01,Novembro,A1500107,Garrafa,34.0,,
2025-11-01,Novembro,A3100104,Malaa,49.0,,
2025-11-01,Novembro,A3100104,Mochila,45.0,,
2025-11-01,Novembro,A3100104,FONE,30.0,159.0,4770.0
2025-11-01,Novembro,A1500107,Tênis,78.0,,
2025-11-01,Novembro,A1500108,Boné,16.0,,
2025-11-01,Novembro,A1500108,Carteira,50.0,210.0,10500.0
2025-11-01,Novembro,A1500108,Tênis,96.0,,
2025-11-01,Novembro,A3100104,Mochila,46.0,,
2025-11-01,Novembro,A3100104,Carteira,46.0,210.0,9660.0
2025-11-01,Novembro,A3100104,Mochila,30.0,,
2025-11-01,Novembro,A1500108,Malaa,38.0,,
2025-11-01,Novembro,A3100104,Mochila,38.0,,
2025-11-01,Novembro,A3100104,FONE,43.0,159.0,6837.0
2025-11-01,Novembro,A3100104,FONE,27.0,159.0,4293.0
2025-11-01,Novembro,A1500108,Mochila,30.0,,
2025-11-01,Novembro,A1500108,Boné,20.0,,
2025-11-01,Novembro,A1500108,BOLSA,50.0,999.0,49950.0
2025-11-01,Novembro,A3100104,Tênis,45.0,,
2025-11-01,Novembro,A1500108,Tênis,45.0,,
2025-11-01,Novembro,A1500108,Mochila,49.0,,
2025-11-01,Novembro,A1500107,Mochila,84.0,,
2025-11-01,Novembro,A1500108,BOLSA,138.0,999.0,137862.0
2025-11-01,Novembro,A3100104,Garrafa,49.0,,
2025-11-01,Novembro,A1500108,Tênis,147.0,,
2025-11-01,Novembro,A1500107,Tênis,34.0,,
2025-11-01,Novembro,A3100104,Boné,19.0,,
2025-11-01,Novembro,A1500108,Malaa,49.0,,
2025-11-01,Novembro,A1500108,Malaa,75.0,,
2025-11-01,Novembro,A3100104,Mochila,21.0,,
2025-11-01,Novembro,A1500108,BOLSA,36.0,999.0,35964.0
2025-11-01,Novembro,A1500107,FONE,104.0,159.0,16536.0
2025-11-01,Novembro,A1500107,Carteira,52.0,210.0,10920.0
2025-11-01,Novembro,A1500107,Carteira,100.0,210.0,21000.0
2025-11-01,Novembro,A3100104,FONE,44.0,159.0,6996.0
2025-11-01,Novembro,A1500107,Boné,96.0,,
2025-11-01,Novembro,A1500107,Malaa,72.0,,
2025-11-01,Novembro,A3100104,Boné,41.0,,
2025-11-01,Novembro,A1500108,Mochila,49.0,,
2025-11-01,Novembro,A1500108,Tênis,39.0,,
2025-11-01,Novembro,A1500108,Tênis,41.0,,
2025-11-01,Novembro,A1500108,BOLSA,42.0,999.0,41958.0
2025-11-01,Novembro,A1500108,Garrafa,35.0,,
2025-11-01,Novembro,A1500108,Mochila,41.0,,
2025-11-01,Novembro,A3100104,Garrafa,21.0,,
2025-11-01,Novembro,A3100104,BOLSA,51.0,999.0,50949.0
2025-11-01,Novembro,A3100104,Boné,24.0,,
2025-11-01,Novembro,A1500108,Boné,23.0,,
2025-11-01,Novembro,A1500107,Boné,46.0,,
2025-11-01,Novembro,A1500107,Boné,36.0,,
2025-11-01,Novembro,A3100104,BOLSA,47.0,999.0,46953.0
2025-11-01,Novembro,A3100104,Garrafa,41.0,,
2025-11-01,Novembro,A3100104,Malaa,38.0,,
2025-11-01,Novembro,A1500108,BOLSA,31.0,999.0,30969.0
2025-11-01,Novembro,A3100104,Boné,21.0,,
2025-11-01,Novembro,A1500107,Boné,54.0,,
2025-11-01,Novembro,A1500108,Mochila,35.0,,
2025-11-01,Novembro,A3100104,FONE,33.0,159.0,5247.0
2025-11-01,Novembro,A3100104,Tênis,32.0,,
2025-11-01,Novembro,A3100104,Boné,42.0,,
2025-11-01,Novembro,A1500107,Boné,98.0,,
2025-11-01,Novembro,A3100104,Garrafa,18.0,,
2025-11-01,Novembro,A1500107,Mochila,80.0,,
2025-11-01,Novembro,A1500107,Boné,100.0,,
2025-11-01,Novembro,A3100104,FONE,48.0,159.0,7632.0
2025-11-01,Novembro,A1500108,Mochila,43.0,,
2025-12-01,Dezembro,A3100104,Boné,36.0,,
2025-12-01,Dezembro,A3100104,Mochila,48.0,,
2025-12-01,Dezembro,A3100104,Mochila,19.0,,
2025-12-01,Dezembro,A3100104,Boné,26.0,,
2025-12-01,Dezembro,A1500108,FONE,108.0,159.0,17172.0
2025-12-01,Dezembro,A3100104,Tênis,15.0,,
2025-12-01,Dezembro,A3100104,FONE,32.0,159.0,5088.0
2025-12-01,Dezembro,A3100104,Malaa,38.0,,
2025-12-01,Dezembro,A1500107,Malaa,208.0,,
2025-12-01,Dezembro,A1500108,FONE,15.0,159.0,2385.0
2025-12-01,Dezembro,A3100104,Mochila,42.0,,
2025-12-01,Dezembro,A3100104,Garrafa,17.0,,
2025-12-01,Dezembro,A3100104,Boné,15.0,,
2025-12-01,Dezembro,A3100104,Malaa,37.0,,
2025-12-01,Dezembro,A3100104,Malaa,52.0,,
2025-12-01,Dezembro,A1500107,Tênis,172.0,,
2025-12-01,Dezembro,A1500107,FONE,84.0,159.0,13356.0
2025-12-01,Dezembro,A1500108,Malaa,52.0,,
2025-12-01,Dezembro,A3100104,Malaa,52.0,,
2025-12-01,Dezembro,A3100104,Boné,37.0,,
2025-12-01,Dezembro,A1500108,Carteira,63.0,210.0,13230.0
